	Row.names	Symbol	Gene.name	padj	log2FoldChange
60	ENSG00000111602	TIMELESS	timeless circadian regulator	4.22024197140257e-24	-1.63745700855028
61	ENSG00000166435	XRRA1	X-ray radiation resistance associated 1	1.80080830374972e-11	-1.62638983846284
62	ENSG00000164627	KIF6	kinesin family member 6	2.58873955717003e-08	-1.62182974822189
63	ENSG00000280128	NA	NA	2.04354850021634e-11	-1.61825745077594
64	ENSG00000076003	MCM6	minichromosome maintenance complex component 6	2.88217811955824e-11	-1.61637417229562
65	ENSG00000004846	ABCB5	ATP binding cassette subfamily B member 5	3.81212335734813e-17	-1.61312021786604
66	ENSG00000186687	LYRM7	LYR motif containing 7	1.18211960437375e-07	-1.60378122903728
67	ENSG00000145362	ANK2	ankyrin 2	1.5671026089243e-06	-1.59058679339997
68	ENSG00000153944	MSI2	musashi RNA binding protein 2	1.13525608984139e-31	-1.58666912942727
69	ENSG00000143476	DTL	denticleless E3 ubiquitin protein ligase homolog	1.5131261724379e-10	-1.5845591358928
70	ENSG00000108439	PNPO	pyridoxamine 5'-phosphate oxidase	3.8246218182046e-23	-1.58397915589577
71	ENSG00000149256	TENM4	teneurin transmembrane protein 4	1.18802870276255e-17	-1.57016193046158
72	ENSG00000076248	UNG	uracil DNA glycosylase	4.31162695999938e-17	-1.55595506445375
73	ENSG00000166250	CLMP	CXADR like membrane protein	3.24465670852723e-20	-1.55359317060075
74	ENSG00000136859	ANGPTL2	angiopoietin like 2	2.00814646233871e-21	-1.54803483263648
75	ENSG00000143507	DUSP10	dual specificity phosphatase 10	3.55325832979247e-19	-1.54489287851422
76	ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1	2.78581600684319e-16	-1.53823318835374
77	ENSG00000101412	E2F1	E2F transcription factor 1	1.06639035465046e-11	-1.52617533403384
78	ENSG00000142611	PRDM16	PR/SET domain 16	2.52375697796421e-11	-1.52209973386887
79	ENSG00000094804	CDC6	cell division cycle 6	9.71450833639021e-14	-1.52194043949319
80	ENSG00000114423	CBLB	Cbl proto-oncogene B	8.2122357167026e-31	-1.5130783119673
81	ENSG00000021762	OSBPL5	oxysterol binding protein like 5	1.20341257702396e-07	-1.51166276491531
82	ENSG00000198203	SULT1C2	sulfotransferase family 1C member 2	7.32966309298917e-09	-1.51114878840047
83	ENSG00000135119	RNFT2	ring finger protein, transmembrane 2	2.69747809064622e-10	-1.50392636689639
84	ENSG00000086696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	2.14716051673374e-15	-1.50231697366172
85	ENSG00000138002	IFT172	intraflagellar transport 172	2.6716955759089e-15	-1.4902315349298
86	ENSG00000179532	DNHD1	dynein heavy chain domain 1	3.47324052797031e-11	-1.4598455602228
87	ENSG00000137310	TCF19	transcription factor 19	9.42081012248946e-08	-1.45547317369503
88	ENSG00000184602	SNN	stannin	7.24855936552966e-16	-1.44362254181664
89	ENSG00000100297	MCM5	minichromosome maintenance complex component 5	6.8914685164336e-11	-1.4277831588882
90	ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	1.85982298305788e-18	-1.42488845464392
91	ENSG00000185630	PBX1	PBX homeobox 1	5.58579044070785e-13	-1.41441385067939
92	ENSG00000117448	AKR1A1	aldo-keto reductase family 1 member A1	2.13800077774544e-22	-1.41290460762398
93	ENSG00000077348	EXOSC5	exosome component 5	1.1967000501868e-11	-1.41288650812848
94	ENSG00000144136	SLC20A1	solute carrier family 20 member 1	4.60659851292424e-29	-1.41025465535815
95	ENSG00000161267	BDH1	3-hydroxybutyrate dehydrogenase 1	1.00381090452617e-09	-1.40783090147168
96	ENSG00000049541	RFC2	replication factor C subunit 2	2.31838402922001e-09	-1.40629257002328
97	ENSG00000163683	SMIM14	small integral membrane protein 14	1.30654956388476e-10	-1.40596845438428
98	ENSG00000228594	FNDC10	fibronectin type III domain containing 10	2.88678898538299e-14	-1.40106981480225
99	ENSG00000137700	SLC37A4	solute carrier family 37 member 4	3.81749767729908e-14	-1.39463837698434
100	ENSG00000162496	DHRS3	dehydrogenase/reductase 3	1.68995882621721e-17	-1.394249465756
101	ENSG00000163050	COQ8A	coenzyme Q8A	5.31055857927624e-17	-1.3914445651866
102	ENSG00000108641	B9D1	B9 domain containing 1	1.12785253067806e-08	-1.37746586637547
103	ENSG00000174851	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	1.92399946816196e-12	-1.37721208924851
104	ENSG00000136169	SETDB2	SET domain bifurcated histone lysine methyltransferase 2	2.66124061926141e-07	-1.35704209211204
105	ENSG00000105486	LIG1	DNA ligase 1	1.28620358222722e-06	-1.35654493768434
106	ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1	1.11369422413058e-06	-1.3542263402675
107	ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	4.52606295702699e-12	-1.35422363331613
108	ENSG00000131374	TBC1D5	TBC1 domain family member 5	3.94566270582964e-16	-1.35392734831005
109	ENSG00000186480	INSIG1	insulin induced gene 1	2.27102577858404e-15	-1.35104883469606
110	ENSG00000127399	LRRC61	leucine rich repeat containing 61	1.44210529992995e-18	-1.34870702604657
111	ENSG00000160446	ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12	9.86563101735268e-07	-1.34860389534812
112	ENSG00000134490	TMEM241	transmembrane protein 241	6.82397288207563e-09	-1.3485841491817
113	ENSG00000119522	DENND1A	DENN domain containing 1A	1.32586486775479e-15	-1.3426663276502
114	ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2	2.58832315649875e-09	-1.33915123314828
115	ENSG00000158019	BABAM2	BRISC and BRCA1 A complex member 2	3.72029786142173e-09	-1.33538926762967
116	ENSG00000103043	VAC14	VAC14 component of PIKFYVE complex	1.24626915510289e-28	-1.3334215840866
117	ENSG00000101003	GINS1	GINS complex subunit 1	8.53635308637004e-08	-1.33173564632788
118	ENSG00000167513	CDT1	chromatin licensing and DNA replication factor 1	5.38985980091272e-10	-1.3296642970358
119	ENSG00000163918	RFC4	replication factor C subunit 4	2.92067467886397e-08	-1.32953733178283
120	ENSG00000161618	ALDH16A1	aldehyde dehydrogenase 16 family member A1	2.92525029808709e-09	-1.32948690003447
121	ENSG00000102409	BEX4	brain expressed X-linked 4	8.16670246099606e-08	-1.32771708547651
122	ENSG00000182054	IDH2	isocitrate dehydrogenase (NADP(+)) 2	8.06378802350086e-07	-1.32735124654918
123	ENSG00000204536	CCHCR1	coiled-coil alpha-helical rod protein 1	5.59518509986917e-08	-1.32344515121612
124	ENSG00000175567	UCP2	uncoupling protein 2	1.8677255649167e-15	-1.32033460936357
125	ENSG00000109084	TMEM97	transmembrane protein 97	2.21553455326989e-13	-1.32007617318984
126	ENSG00000125375	DMAC2L	distal membrane arm assembly complex 2 like	6.27692284079042e-07	-1.31731293481522
127	ENSG00000166508	MCM7	minichromosome maintenance complex component 7	3.30343895522535e-22	-1.30935414597021
128	ENSG00000115884	SDC1	syndecan 1	5.46637233848066e-11	-1.30603071468193
129	ENSG00000079974	RABL2B	RAB, member of RAS oncogene family like 2B	1.52651950779036e-08	-1.30129785334692
130	ENSG00000143387	CTSK	cathepsin K	4.89465792692478e-20	-1.30118272973198
131	ENSG00000186815	TPCN1	two pore segment channel 1	2.47271871898727e-35	-1.29761674341502
132	ENSG00000188191	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	1.09546143318205e-08	-1.29418890016378
133	ENSG00000116984	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	2.3013625422598e-07	-1.29197667329466
134	ENSG00000167393	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	1.13071255291643e-06	-1.28987361697007
135	ENSG00000149809	TM7SF2	transmembrane 7 superfamily member 2	5.40158422921605e-08	-1.28637633188981
136	ENSG00000100350	FOXRED2	FAD dependent oxidoreductase domain containing 2	2.58011698418842e-17	-1.2828526543771
137	ENSG00000162066	AMDHD2	amidohydrolase domain containing 2	2.94802336675951e-11	-1.26141856479979
138	ENSG00000181938	GINS3	GINS complex subunit 3	1.41388187174093e-10	-1.25289177246737
139	ENSG00000117632	STMN1	stathmin 1	3.40982539108921e-14	-1.2501352353691
140	ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	3.12327401430333e-14	-1.24648799609481
141	ENSG00000185813	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	1.46022952703484e-07	-1.24470204738325
142	ENSG00000128973	CLN6	CLN6 transmembrane ER protein	4.26253786839146e-10	-1.24258177910477
143	ENSG00000125637	PSD4	pleckstrin and Sec7 domain containing 4	3.5546606856146e-15	-1.23860378779069
144	ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D	4.72857661324279e-29	-1.2379512892959
145	ENSG00000162384	CZIB	CXXC motif containing zinc binding protein	9.18765989308668e-10	-1.23115143502655
146	ENSG00000073111	MCM2	minichromosome maintenance complex component 2	2.16484031839636e-09	-1.22988213114306
147	ENSG00000156804	FBXO32	F-box protein 32	1.98833545865448e-20	-1.22878320886078
148	ENSG00000148154	UGCG	UDP-glucose ceramide glucosyltransferase	1.69756874697463e-36	-1.22860793301527
149	ENSG00000147592	LACTB2	lactamase beta 2	8.16427885075912e-07	-1.22737221062198
150	ENSG00000103034	NDRG4	NDRG family member 4	1.34025394186224e-11	-1.22249023390974
151	ENSG00000170088	TMEM192	transmembrane protein 192	5.99493249907038e-10	-1.21908806786095
152	ENSG00000196305	IARS1	isoleucyl-tRNA synthetase 1	1.82873683993588e-37	-1.20972747656896
153	ENSG00000179242	CDH4	cadherin 4	1.10506137195088e-09	-1.20320606373951
154	ENSG00000076706	MCAM	melanoma cell adhesion molecule	1.36947493949451e-06	-1.20073092757115
155	ENSG00000124212	PTGIS	prostaglandin I2 synthase	6.89699008375303e-12	-1.20059196450988
156	ENSG00000178802	MPI	mannose phosphate isomerase	1.33687494306312e-10	-1.20023870568217
157	ENSG00000119333	DYNC2I2	dynein 2 intermediate chain 2	6.9944149599436e-16	-1.19121079782594
158	ENSG00000172260	NEGR1	neuronal growth regulator 1	2.68212942508029e-07	-1.18936347050703
159	ENSG00000119950	MXI1	MAX interactor 1, dimerization protein	1.39099818707595e-11	-1.18804550534423
160	ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase like	1.33572367617821e-07	-1.18780910647595
161	ENSG00000136144	RCBTB1	RCC1 and BTB domain containing protein 1	3.93495525118118e-10	-1.18744102973347
162	ENSG00000104524	PYCR3	pyrroline-5-carboxylate reductase 3	3.54368862831121e-07	-1.18406390356469
163	ENSG00000259207	ITGB3	integrin subunit beta 3	5.32159745508744e-07	-1.18397718950937
164	ENSG00000157227	MMP14	matrix metallopeptidase 14	1.27185319709433e-27	-1.17951271402814
165	ENSG00000161513	FDXR	ferredoxin reductase	4.75071303962433e-11	-1.1778726753434
166	ENSG00000181789	COPG1	COPI coat complex subunit gamma 1	8.89359453717858e-18	-1.17510489029039
167	ENSG00000104738	MCM4	minichromosome maintenance complex component 4	7.06862656574605e-16	-1.16882676402513
168	ENSG00000136213	CHST12	carbohydrate sulfotransferase 12	3.19601973985371e-10	-1.1655409649489
169	ENSG00000196975	ANXA4	annexin A4	1.08110107925003e-10	-1.15823275358023
170	ENSG00000177674	AGTRAP	angiotensin II receptor associated protein	4.06164378268659e-08	-1.15720697716093
171	ENSG00000152556	PFKM	phosphofructokinase, muscle	8.25841793829676e-12	-1.15563636110757
172	ENSG00000198855	FICD	FIC domain protein adenylyltransferase	3.00038204590341e-07	-1.15560214870768
173	ENSG00000026751	SLAMF7	SLAM family member 7	9.47083595112417e-11	-1.1530697808316
174	ENSG00000205336	ADGRG1	adhesion G protein-coupled receptor G1	2.76824806625902e-08	-1.14668960719407
175	ENSG00000128849	CGNL1	cingulin like 1	1.34713968569577e-14	-1.14665787524165
176	ENSG00000100219	XBP1	X-box binding protein 1	1.05572802622796e-12	-1.14124170252185
177	ENSG00000198715	GLMP	glycosylated lysosomal membrane protein	2.64765769941846e-14	-1.14022297423425
178	ENSG00000090661	CERS4	ceramide synthase 4	1.50948302362394e-06	-1.13597324413101
179	ENSG00000108479	GALK1	galactokinase 1	7.91399853719416e-09	-1.13440169465921
180	ENSG00000113163	CERT1	ceramide transporter 1	2.10649323042913e-11	-1.1332750558638
181	ENSG00000101850	GPR143	G protein-coupled receptor 143	1.23755956168229e-14	-1.13082668305434
182	ENSG00000137288	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	1.0935976911619e-09	-1.12886280407294
183	ENSG00000160796	NBEAL2	neurobeachin like 2	6.19616029256859e-08	-1.12841325124672
184	ENSG00000072041	SLC6A15	solute carrier family 6 member 15	1.0774079962965e-14	-1.12049445251021
185	ENSG00000184164	CRELD2	cysteine rich with EGF like domains 2	1.44123523165131e-06	-1.11500539650733
186	ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	5.82991884518639e-10	-1.10848273076758
187	ENSG00000100714	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	1.07128736860503e-15	-1.10474706057997
188	ENSG00000172731	LRRC20	leucine rich repeat containing 20	1.47852343136239e-07	-1.10342660633356
189	ENSG00000113845	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	3.62438860844605e-07	-1.10169637709885
190	ENSG00000076242	MLH1	mutL homolog 1	5.38667333259836e-08	-1.09957022861075
191	ENSG00000146122	DAAM2	dishevelled associated activator of morphogenesis 2	4.92830653468254e-07	-1.09630517703906
192	ENSG00000149179	C11orf49	chromosome 11 open reading frame 49	2.11161195037059e-10	-1.09618115518086
193	ENSG00000196549	MME	membrane metalloendopeptidase	1.81498141672048e-14	-1.09419824980704
194	ENSG00000139266	MARCHF9	membrane associated ring-CH-type finger 9	5.99678446865947e-10	-1.09173221259934
195	ENSG00000169710	FASN	fatty acid synthase	2.96408836450257e-25	-1.09146832409889
196	ENSG00000053501	USE1	unconventional SNARE in the ER 1	6.40469647970381e-08	-1.09076009574769
197	ENSG00000113161	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1.07008414379742e-11	-1.09048523441384
198	ENSG00000112118	MCM3	minichromosome maintenance complex component 3	5.95418920421473e-12	-1.08842434056502
199	ENSG00000197635	DPP4	dipeptidyl peptidase 4	8.97316555938345e-13	-1.08594140218953
200	ENSG00000130193	THEM6	thioesterase superfamily member 6	9.82633004717277e-07	-1.08341345945582
201	ENSG00000178773	CPNE7	copine 7	1.71340407871918e-10	-1.08339704532308
202	ENSG00000132780	NASP	nuclear autoantigenic sperm protein	1.30786256484277e-07	-1.08228956309374
203	ENSG00000179222	MAGED1	MAGE family member D1	2.63870920149718e-18	-1.07984135137628
204	ENSG00000133169	BEX1	brain expressed X-linked 1	8.08308645637245e-10	-1.07895597267276
205	ENSG00000235194	PPP1R3E	protein phosphatase 1 regulatory subunit 3E	4.62711982236127e-07	-1.07781866152346
206	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	9.39253277414782e-17	-1.07700285092171
207	ENSG00000103647	CORO2B	coronin 2B	2.42026569436881e-12	-1.07103608990678
208	ENSG00000174989	FBXW8	F-box and WD repeat domain containing 8	1.79640008761257e-08	-1.06723210412301
209	ENSG00000132182	NUP210	nucleoporin 210	1.86282011184154e-07	-1.06560140986958
210	ENSG00000132199	ENOSF1	enolase superfamily member 1	3.59169311872111e-13	-1.05891973065805
211	ENSG00000073060	SCARB1	scavenger receptor class B member 1	1.46743051246081e-08	-1.05678771626358
212	ENSG00000152795	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	1.83651339398522e-24	-1.05460168243123
213	ENSG00000093217	XYLB	xylulokinase	1.56669788165007e-06	-1.0535020007186
214	ENSG00000181472	ZBTB2	zinc finger and BTB domain containing 2	4.59745693552428e-08	-1.05200084092847
215	ENSG00000117266	CDK18	cyclin dependent kinase 18	9.80508154609184e-12	-1.05179077501275
216	ENSG00000278540	ACACA	acetyl-CoA carboxylase alpha	3.33230655489615e-11	-1.0337383310891
217	ENSG00000128524	ATP6V1F	ATPase H+ transporting V1 subunit F	2.32689868408676e-08	-1.03360652770016
218	ENSG00000117748	RPA2	replication protein A2	1.2148809767584e-07	-1.03326325986828
219	ENSG00000168874	ATOH8	atonal bHLH transcription factor 8	7.54312582799248e-07	-1.03082712803343
220	ENSG00000105223	PLD3	phospholipase D family member 3	3.68037168688088e-15	-1.02775334248061
221	ENSG00000173581	CCDC106	coiled-coil domain containing 106	4.08567032858464e-09	-1.02746002628542
222	ENSG00000109066	TMEM104	transmembrane protein 104	7.51574884367334e-08	-1.02589542970588
223	ENSG00000136521	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1.52653098920801e-08	-1.01927958077159
224	ENSG00000132646	PCNA	proliferating cell nuclear antigen	1.54471699261141e-15	-1.01914014253204
225	ENSG00000149582	TMEM25	transmembrane protein 25	1.45427651735006e-09	-1.01369787934515
226	ENSG00000124299	PEPD	peptidase D	9.28393158323186e-16	-1.01324487598158
227	ENSG00000076716	GPC4	glypican 4	2.25647331347501e-09	-1.01064054557444
228	ENSG00000142687	KIAA0319L	KIAA0319 like	5.39945881299625e-15	-1.00763264264851
229	ENSG00000131558	EXOC4	exocyst complex component 4	4.12335704251203e-10	-1.00738490781817
230	ENSG00000094631	HDAC6	histone deacetylase 6	1.98644687392776e-07	-1.00607531353171
231	ENSG00000133026	MYH10	myosin heavy chain 10	1.30216844407752e-12	-1.0059593708837
232	ENSG00000145050	MANF	mesencephalic astrocyte derived neurotrophic factor	5.72203494725255e-07	-1.00327346209917
233	ENSG00000137486	ARRB1	arrestin beta 1	5.12605066154202e-13	-0.998637708096755
234	ENSG00000166033	HTRA1	HtrA serine peptidase 1	3.92110276781585e-17	-0.997200442969281
235	ENSG00000125845	BMP2	bone morphogenetic protein 2	1.12655961564625e-08	-0.991125012114821
236	ENSG00000103544	VPS35L	VPS35 endosomal protein sorting factor like	3.13260220091451e-09	-0.978763956451059
237	ENSG00000121749	TBC1D15	TBC1 domain family member 15	4.06119477721479e-09	-0.973694476910577
238	ENSG00000155660	PDIA4	protein disulfide isomerase family A member 4	5.02537336128849e-09	-0.973363056024407
239	ENSG00000133313	CNDP2	carnosine dipeptidase 2	5.39253924544876e-07	-0.967751842353548
240	ENSG00000136048	DRAM1	DNA damage regulated autophagy modulator 1	7.22452144156297e-25	-0.963928286649071
241	ENSG00000135446	CDK4	cyclin dependent kinase 4	9.25947504809716e-20	-0.96362303053568
242	ENSG00000136999	CCN3	cellular communication network factor 3	5.69472528816521e-12	-0.961730141560997
243	ENSG00000173511	VEGFB	vascular endothelial growth factor B	1.09807684302275e-06	-0.955514698945374
244	ENSG00000130005	GAMT	guanidinoacetate N-methyltransferase	7.57055347293014e-09	-0.944687420493893
245	ENSG00000160695	VPS11	VPS11 core subunit of CORVET and HOPS complexes	5.95743007446934e-12	-0.94129416049004
246	ENSG00000155016	CYP2U1	cytochrome P450 family 2 subfamily U member 1	7.55585679785221e-07	-0.940135413365224
247	ENSG00000171130	ATP6V0E2	ATPase H+ transporting V0 subunit e2	1.04417765620335e-06	-0.938596230953123
248	ENSG00000110063	DCPS	decapping enzyme, scavenger	8.91667364464709e-09	-0.93704124675893
249	ENSG00000164961	WASHC5	WASH complex subunit 5	2.53949648920089e-10	-0.936052260984892
250	ENSG00000132635	PCED1A	PC-esterase domain containing 1A	9.37492397975816e-11	-0.935535629555448
251	ENSG00000126001	CEP250	centrosomal protein 250	8.15939326293402e-19	-0.934581070870968
252	ENSG00000178057	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	7.62614898942962e-10	-0.933044477905956
253	ENSG00000196365	LONP1	lon peptidase 1, mitochondrial	2.16832083650739e-13	-0.929469925044178
254	ENSG00000135046	ANXA1	annexin A1	2.13399024591826e-13	-0.928048156321303
255	ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	5.62152556239488e-15	-0.926610000788211
256	ENSG00000150760	DOCK1	dedicator of cytokinesis 1	2.97961767961288e-08	-0.926605157709574
257	ENSG00000104946	TBC1D17	TBC1 domain family member 17	5.92815872421455e-08	-0.925382209402206
258	ENSG00000186318	BACE1	beta-secretase 1	8.53029143800896e-07	-0.917403159318525
259	ENSG00000130638	ATXN10	ataxin 10	2.17854314715966e-07	-0.917348273274883
260	ENSG00000179364	PACS2	phosphofurin acidic cluster sorting protein 2	3.20042248463943e-09	-0.911581891902913
261	ENSG00000172340	SUCLG2	succinate-CoA ligase GDP-forming subunit beta	9.39580238549917e-08	-0.908540620256377
262	ENSG00000105327	BBC3	BCL2 binding component 3	8.01273751938456e-07	-0.902345968017257
263	ENSG00000177628	GBA	glucosylceramidase beta	7.3092273465443e-14	-0.901573904803317
264	ENSG00000172831	CES2	carboxylesterase 2	4.65790172940391e-07	-0.901108702024711
265	ENSG00000237172	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	5.73398642252901e-07	-0.900029874221066
266	ENSG00000167515	TRAPPC2L	trafficking protein particle complex 2 like	4.4756675037871e-08	-0.897038070922397
267	ENSG00000123095	BHLHE41	basic helix-loop-helix family member e41	1.9441960756855e-15	-0.887371294812375
268	ENSG00000131899	LLGL1	LLGL scribble cell polarity complex component 1	2.52762166833197e-12	-0.881420645149289
269	ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1	1.49423525307115e-07	-0.874895732105351
270	ENSG00000104763	ASAH1	N-acylsphingosine amidohydrolase 1	8.40008266780695e-09	-0.873116916883668
271	ENSG00000214194	SMIM30	small integral membrane protein 30	3.3763817431135e-07	-0.868950861095213
272	ENSG00000003436	TFPI	tissue factor pathway inhibitor	1.56304960691779e-06	-0.863140891052814
