	Row.names	Symbol	Gene.name	padj	log2FoldChange
42	ENSG00000144642	RBMS3	RNA binding motif single stranded interacting protein 3	1.07156953124891e-06	-1.57965333367182
43	ENSG00000069431	ABCC9	ATP binding cassette subfamily C member 9	8.179525223246e-09	-1.5642470527108
44	ENSG00000178202	POGLUT3	protein O-glucosyltransferase 3	3.34337430350547e-11	-1.53469460494841
45	ENSG00000110318	CEP126	centrosomal protein 126	7.78576927749475e-07	-1.53445715403089
46	ENSG00000144824	PHLDB2	pleckstrin homology like domain family B member 2	4.24521828401492e-13	-1.52696777902444
47	ENSG00000138180	CEP55	centrosomal protein 55	7.7807815370919e-07	-1.5224733515969
48	ENSG00000154059	IMPACT	impact RWD domain protein	5.89495134724359e-11	-1.51303662401782
49	ENSG00000145362	ANK2	ankyrin 2	1.33127401431167e-08	-1.50312158429951
50	ENSG00000137831	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	3.08698107309998e-11	-1.50263150912336
51	ENSG00000171617	ENC1	ectodermal-neural cortex 1	7.62053201907608e-20	-1.49538390299117
52	ENSG00000081026	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	1.26588252535742e-07	-1.49248804542158
53	ENSG00000102317	RBM3	RNA binding motif protein 3	1.50308439524644e-43	-1.49240226582978
54	ENSG00000198682	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	2.86021145748146e-28	-1.44459381234393
55	ENSG00000117226	GBP3	guanylate binding protein 3	1.41449412344458e-14	-1.43878988654966
56	ENSG00000180488	MIGA1	mitoguardin 1	1.80955745660505e-07	-1.43509256854691
57	ENSG00000138685	FGF2	fibroblast growth factor 2	1.26281735751578e-35	-1.43196822035942
58	ENSG00000118523	CCN2	cellular communication network factor 2	6.68876246754451e-16	-1.43106621944499
59	ENSG00000134333	LDHA	lactate dehydrogenase A	1.56305105831609e-18	-1.41857912721583
60	ENSG00000105974	CAV1	caveolin 1	6.74888850294431e-16	-1.41516581497503
61	ENSG00000167325	RRM1	ribonucleotide reductase catalytic subunit M1	1.15271186995439e-14	-1.40910615551924
62	ENSG00000075223	SEMA3C	semaphorin 3C	5.15362493395644e-15	-1.38764009188106
63	ENSG00000144320	LNPK	lunapark, ER junction formation factor	6.00605580815088e-17	-1.3785246543045
64	ENSG00000112769	LAMA4	laminin subunit alpha 4	6.18792279258823e-13	-1.37429003432809
65	ENSG00000163235	TGFA	transforming growth factor alpha	4.26910238829613e-17	-1.37411849017175
66	ENSG00000163701	IL17RE	interleukin 17 receptor E	6.30572807890046e-09	-1.36899351394404
67	ENSG00000040275	SPDL1	spindle apparatus coiled-coil protein 1	3.83294596731446e-11	-1.36431079408983
68	ENSG00000106692	FKTN	fukutin	1.29344238709371e-06	-1.36350554187341
69	ENSG00000145348	TBCK	TBC1 domain containing kinase	6.14776134982377e-10	-1.35285511127993
70	ENSG00000064042	LIMCH1	LIM and calponin homology domains 1	1.97248341701848e-19	-1.34898486575305
71	ENSG00000101938	CHRDL1	chordin like 1	4.13747494843838e-13	-1.3483780774298
72	ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1	8.22693239762223e-10	-1.34458652663527
73	ENSG00000137942	FNBP1L	formin binding protein 1 like	1.80586220706377e-10	-1.34266987440948
74	ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	9.22739003580431e-22	-1.33034080204209
75	ENSG00000151414	NEK7	NIMA related kinase 7	1.22814341763462e-09	-1.32562175379916
76	ENSG00000116918	TSNAX	translin associated factor X	2.55892201064696e-08	-1.31907620785377
77	ENSG00000113318	MSH3	mutS homolog 3	1.1894874258378e-08	-1.31329803267979
78	ENSG00000014123	UFL1	UFM1 specific ligase 1	7.28089203444199e-11	-1.30123879196842
79	ENSG00000151012	SLC7A11	solute carrier family 7 member 11	3.70429580404768e-12	-1.29724264316007
80	ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein	1.05869609088053e-23	-1.29692265394031
81	ENSG00000108852	MPP2	membrane palmitoylated protein 2	5.8575386939795e-10	-1.29601074348456
82	ENSG00000106261	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	2.12190408963217e-15	-1.29476057639432
83	ENSG00000079308	TNS1	tensin 1	1.49060812332771e-08	-1.29138301745375
84	ENSG00000076003	MCM6	minichromosome maintenance complex component 6	1.3202093338335e-06	-1.28751290382613
85	ENSG00000135679	MDM2	MDM2 proto-oncogene	4.23751666605114e-23	-1.28509888433021
86	ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1	8.7411004487708e-08	-1.26526101550463
87	ENSG00000174485	DENND4A	DENN domain containing 4A	3.47519965353786e-07	-1.26387193331298
88	ENSG00000198707	CEP290	centrosomal protein 290	9.74491360867477e-15	-1.2604524258759
89	ENSG00000135336	ORC3	origin recognition complex subunit 3	8.91336121444605e-07	-1.26037090664395
90	ENSG00000116120	FARSB	phenylalanyl-tRNA synthetase subunit beta	6.60828660155494e-11	-1.25731462779213
91	ENSG00000184164	CRELD2	cysteine rich with EGF like domains 2	6.25772264661326e-09	-1.25594645211467
92	ENSG00000168952	STXBP6	syntaxin binding protein 6	1.49286143741974e-07	-1.2519752103932
93	ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7	7.55588800571513e-08	-1.25023880103831
94	ENSG00000054282	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	1.94980397068291e-08	-1.24629199249616
95	ENSG00000164253	WDR41	WD repeat domain 41	7.49060964218111e-07	-1.24303953092617
96	ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	2.97255879614876e-15	-1.23753469647874
97	ENSG00000165704	HPRT1	hypoxanthine phosphoribosyltransferase 1	9.0618443826988e-08	-1.23451853657544
98	ENSG00000173705	SUSD5	sushi domain containing 5	3.56768581555657e-08	-1.23005139619302
99	ENSG00000153814	JAZF1	JAZF zinc finger 1	9.57843885756185e-07	-1.22933545907738
100	ENSG00000133131	MORC4	MORC family CW-type zinc finger 4	5.69866686447213e-10	-1.22914894074477
101	ENSG00000170525	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	3.35684316597869e-17	-1.22821090024198
102	ENSG00000196502	SULT1A1	sulfotransferase family 1A member 1	2.29564916632562e-09	-1.22617310968648
103	ENSG00000112186	CAP2	cyclase associated actin cytoskeleton regulatory protein 2	2.5533063774988e-13	-1.22281077747521
104	ENSG00000115159	GPD2	glycerol-3-phosphate dehydrogenase 2	4.95017670902752e-08	-1.22063812977637
105	ENSG00000125520	SLC2A4RG	SLC2A4 regulator	1.66307252851838e-13	-1.21986836033044
106	ENSG00000146674	IGFBP3	insulin like growth factor binding protein 3	1.68685879102969e-08	-1.20845252938327
107	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1	3.34588964526355e-07	-1.20558066909251
108	ENSG00000144357	UBR3	ubiquitin protein ligase E3 component n-recognin 3	7.19775825639017e-09	-1.20046882855899
109	ENSG00000147394	ZNF185	zinc finger protein 185 with LIM domain	1.72758972272302e-11	-1.19703401914562
110	ENSG00000204130	RUFY2	RUN and FYVE domain containing 2	1.03286072032856e-07	-1.19556379941734
111	ENSG00000088325	TPX2	TPX2 microtubule nucleation factor	4.97469064341508e-07	-1.18778405506052
112	ENSG00000115380	EFEMP1	EGF containing fibulin extracellular matrix protein 1	5.73828558957641e-09	-1.1876399489295
113	ENSG00000105939	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	1.39566080863531e-08	-1.18492028340713
114	ENSG00000111057	KRT18	keratin 18	3.44979516393934e-23	-1.18362318682745
115	ENSG00000090097	PCBP4	poly(rC) binding protein 4	2.09545212235001e-19	-1.18186125192829
116	ENSG00000105971	CAV2	caveolin 2	1.42900562424487e-11	-1.18075658827222
117	ENSG00000117143	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	6.79763828364958e-14	-1.16978138507684
118	ENSG00000139116	KIF21A	kinesin family member 21A	2.33321889107623e-20	-1.1695929200812
119	ENSG00000170421	KRT8	keratin 8	1.97298731901881e-22	-1.1668295369774
120	ENSG00000166598	HSP90B1	heat shock protein 90 beta family member 1	2.54114637979216e-25	-1.16368961277272
121	ENSG00000117758	STX12	syntaxin 12	9.20120150071845e-08	-1.15782564782572
122	ENSG00000105290	APLP1	amyloid beta precursor like protein 1	1.48531829392368e-10	-1.15212422824568
123	ENSG00000114331	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	1.26749237476519e-07	-1.14838004770809
124	ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1	3.07245592650367e-13	-1.14731940233205
125	ENSG00000131711	MAP1B	microtubule associated protein 1B	1.47995132733586e-36	-1.1460767825553
126	ENSG00000152332	UHMK1	U2AF homology motif kinase 1	8.33096344307741e-09	-1.14586847925144
127	ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	7.15016459357155e-22	-1.1431871428669
128	ENSG00000138675	FGF5	fibroblast growth factor 5	4.08234651389553e-15	-1.13378689227471
129	ENSG00000215717	TMEM167B	transmembrane protein 167B	4.534547715064e-11	-1.13102975206491
130	ENSG00000100504	PYGL	glycogen phosphorylase L	1.66158817692258e-09	-1.12644476970351
131	ENSG00000082153	BZW1	basic leucine zipper and W2 domains 1	4.6279997606348e-15	-1.12643642965354
132	ENSG00000136937	NCBP1	nuclear cap binding protein subunit 1	4.93955670589426e-08	-1.11949987102585
133	ENSG00000123213	NLN	neurolysin	8.7851860113176e-10	-1.11347529415635
134	ENSG00000116641	DOCK7	dedicator of cytokinesis 7	1.79314524322318e-18	-1.11318409603056
135	ENSG00000103876	FAH	fumarylacetoacetate hydrolase	1.57252483693785e-10	-1.11116793787757
136	ENSG00000107625	DDX50	DExD-box helicase 50	2.97010597977648e-11	-1.109443150039
137	ENSG00000109046	WSB1	WD repeat and SOCS box containing 1	3.75068630905905e-08	-1.10821417403693
138	ENSG00000131263	RLIM	ring finger protein, LIM domain interacting	1.96671810750099e-08	-1.10743264492695
139	ENSG00000118985	ELL2	elongation factor for RNA polymerase II 2	2.7157986809748e-11	-1.10640470953222
140	ENSG00000197694	SPTAN1	spectrin alpha, non-erythrocytic 1	3.4509027969781e-30	-1.09263470635043
141	ENSG00000139926	FRMD6	FERM domain containing 6	1.60215366071909e-13	-1.08805335508462
142	ENSG00000104067	TJP1	tight junction protein 1	1.58477344074008e-09	-1.08714351264462
143	ENSG00000168386	FILIP1L	filamin A interacting protein 1 like	2.51977566247772e-08	-1.08547935718654
144	ENSG00000102763	VWA8	von Willebrand factor A domain containing 8	5.99465034643247e-10	-1.08416169218775
145	ENSG00000116489	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1	2.36890850293013e-17	-1.07960039472374
146	ENSG00000143401	ANP32E	acidic nuclear phosphoprotein 32 family member E	8.15075959763234e-13	-1.07774529351603
147	ENSG00000180914	OXTR	oxytocin receptor	6.52504223655695e-07	-1.0751471011421
148	ENSG00000054523	KIF1B	kinesin family member 1B	8.16924922284854e-16	-1.07430094211105
149	ENSG00000111875	ASF1A	anti-silencing function 1A histone chaperone	5.3556453639471e-08	-1.06302541761747
150	ENSG00000197535	MYO5A	myosin VA	6.16207334726539e-15	-1.056964722023
151	ENSG00000110066	KMT5B	lysine methyltransferase 5B	3.73027217139757e-07	-1.04997022260179
152	ENSG00000080503	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	1.04834640851534e-18	-1.03353544310586
153	ENSG00000135318	NT5E	5'-nucleotidase ecto	1.67327375195395e-11	-1.02778547544785
154	ENSG00000073969	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	2.12447017719042e-08	-1.02762302177041
155	ENSG00000153250	RBMS1	RNA binding motif single stranded interacting protein 1	1.36675897603777e-10	-1.02538617789014
156	ENSG00000141526	SLC16A3	solute carrier family 16 member 3	1.4439559627932e-17	-1.01979659655176
157	ENSG00000081307	UBA5	ubiquitin like modifier activating enzyme 5	1.22851815346007e-08	-1.01666259349715
158	ENSG00000133816	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	2.2749224828163e-08	-1.01475124539463
159	ENSG00000110888	CAPRIN2	caprin family member 2	4.02328613631636e-07	-1.01431556167662
160	ENSG00000170242	USP47	ubiquitin specific peptidase 47	2.73014429678371e-08	-1.01402068000572
161	ENSG00000137492	THAP12	THAP domain containing 12	2.70920300835126e-07	-1.01380904511591
162	ENSG00000163872	YEATS2	YEATS domain containing 2	3.27127951747992e-08	-1.00905802907063
163	ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A	3.52013453999561e-08	-1.00413504301757
164	ENSG00000128641	MYO1B	myosin IB	1.48140322348336e-08	-0.99539069552345
165	ENSG00000188112	C6orf132	chromosome 6 open reading frame 132	2.52438337054128e-07	-0.99422534141781
166	ENSG00000025796	SEC63	SEC63 homolog, protein translocation regulator	6.05955238108291e-13	-0.989638911853904
167	ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	5.78245037042529e-08	-0.988615088867478
168	ENSG00000108654	DDX5	DEAD-box helicase 5	6.47935187479536e-17	-0.986656329223813
169	ENSG00000110344	UBE4A	ubiquitination factor E4A	4.35122721648797e-10	-0.986574167387384
170	ENSG00000113083	LOX	lysyl oxidase	2.78567529617459e-08	-0.985430647909767
171	ENSG00000149218	ENDOD1	endonuclease domain containing 1	2.06689884972636e-11	-0.984949241138691
172	ENSG00000162613	FUBP1	far upstream element binding protein 1	1.42397847459757e-09	-0.982958412056196
173	ENSG00000140367	UBE2Q2	ubiquitin conjugating enzyme E2 Q2	3.82688075592529e-07	-0.980845912518076
174	ENSG00000112308	C6orf62	chromosome 6 open reading frame 62	7.49695604456333e-10	-0.97955154198002
175	ENSG00000092969	TGFB2	transforming growth factor beta 2	6.23412716755354e-07	-0.976754570953736
176	ENSG00000175567	UCP2	uncoupling protein 2	3.59943019696862e-07	-0.975949007502316
177	ENSG00000136068	FLNB	filamin B	2.8998833103952e-10	-0.974148888268509
178	ENSG00000100644	HIF1A	hypoxia inducible factor 1 subunit alpha	6.30400836146009e-08	-0.972610581652795
179	ENSG00000110330	BIRC2	baculoviral IAP repeat containing 2	9.2366425874687e-08	-0.968503227641698
180	ENSG00000101040	ZMYND8	zinc finger MYND-type containing 8	1.90292971163581e-09	-0.964495552073844
181	ENSG00000094916	CBX5	chromobox 5	4.26215731567756e-09	-0.9641110204727
182	ENSG00000138078	PREPL	prolyl endopeptidase like	2.51926001983375e-07	-0.957829580989521
183	ENSG00000046604	DSG2	desmoglein 2	5.00200892451148e-08	-0.954933680604388
184	ENSG00000114439	BBX	BBX high mobility group box domain containing	8.91313607519023e-09	-0.954525713597684
185	ENSG00000101856	PGRMC1	progesterone receptor membrane component 1	7.12624353734143e-17	-0.947132151607139
186	ENSG00000091436	MAP3K20	mitogen-activated protein kinase kinase kinase 20	1.50556581433057e-10	-0.94395019193889
187	ENSG00000125534	PPDPF	pancreatic progenitor cell differentiation and proliferation factor	1.17327107756745e-07	-0.941205860634219
188	ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	3.37605495201442e-09	-0.9390500408105
189	ENSG00000145632	PLK2	polo like kinase 2	4.21276379968856e-11	-0.938947875869549
190	ENSG00000122786	CALD1	caldesmon 1	9.83759860777509e-12	-0.937696216352787
191	ENSG00000143797	MBOAT2	membrane bound O-acyltransferase domain containing 2	9.24378472345194e-07	-0.934917419572322
192	ENSG00000169504	CLIC4	chloride intracellular channel 4	9.60279126659138e-09	-0.930512568070054
193	ENSG00000184743	ATL3	atlastin GTPase 3	3.2166112225852e-09	-0.927735235522183
194	ENSG00000198836	OPA1	OPA1 mitochondrial dynamin like GTPase	1.27554382225823e-06	-0.92711776079902
195	ENSG00000175505	CLCF1	cardiotrophin like cytokine factor 1	1.40990998966288e-14	-0.923590494364789
196	ENSG00000120008	WDR11	WD repeat domain 11	1.29364317344729e-08	-0.918219399394271
197	ENSG00000127824	TUBA4A	tubulin alpha 4a	9.84216627602341e-08	-0.911182551933008
198	ENSG00000150093	ITGB1	integrin subunit beta 1	1.03906409624212e-08	-0.904444257449201
199	ENSG00000164070	HSPA4L	heat shock protein family A (Hsp70) member 4 like	7.09289270464464e-07	-0.897666281406528
200	ENSG00000091986	CCDC80	coiled-coil domain containing 80	1.93103681511004e-08	-0.893566596909
201	ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	1.52444144026123e-18	-0.892268685336274
202	ENSG00000156976	EIF4A2	eukaryotic translation initiation factor 4A2	5.71492457539987e-19	-0.890537776748176
203	ENSG00000169045	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	1.11159910074328e-09	-0.887340333333297
204	ENSG00000169764	UGP2	UDP-glucose pyrophosphorylase 2	2.62081236251544e-09	-0.870862548928734
205	ENSG00000168724	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	4.31816306764659e-07	-0.865607586942626
206	ENSG00000175216	CKAP5	cytoskeleton associated protein 5	1.83958772739106e-07	-0.855362418124026
207	ENSG00000137055	PLAA	phospholipase A2 activating protein	4.23937667993414e-08	-0.853224989061322
208	ENSG00000115866	DARS1	aspartyl-tRNA synthetase 1	9.59193307199762e-09	-0.851567994606643
209	ENSG00000114480	GBE1	1,4-alpha-glucan branching enzyme 1	8.37567227091138e-10	-0.846229748275321
210	ENSG00000136527	TRA2B	transformer 2 beta homolog	5.34687083483545e-08	-0.832523339090149
211	ENSG00000143367	TUFT1	tuftelin 1	9.10570099708547e-07	-0.832231883285498
212	ENSG00000140740	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	1.10757925276832e-13	-0.831762905851478
213	ENSG00000140416	TPM1	tropomyosin 1	8.99240366486002e-07	-0.826213996454404
214	ENSG00000167601	AXL	AXL receptor tyrosine kinase	2.31090319946315e-09	-0.825044392769163
215	ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	1.471865168944e-10	-0.822660124250432
216	ENSG00000039123	MTREX	Mtr4 exosome RNA helicase	7.87260311323696e-07	-0.811731737236599
217	ENSG00000161217	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	1.0684763791491e-07	-0.81112653243355
218	ENSG00000100003	SEC14L2	SEC14 like lipid binding 2	4.31276936508429e-08	-0.809680033914098
219	ENSG00000164543	STK17A	serine/threonine kinase 17a	3.35891873273158e-07	-0.808298499673015
220	ENSG00000170558	CDH2	cadherin 2	1.54144520479354e-08	-0.805802466097133
221	ENSG00000173559	NABP1	nucleic acid binding protein 1	1.40947131604494e-07	-0.805759333571078
222	ENSG00000146731	CCT6A	chaperonin containing TCP1 subunit 6A	5.79264781197195e-08	-0.80423647508495
223	ENSG00000070081	NUCB2	nucleobindin 2	1.3194619912292e-08	-0.792904251002101
224	ENSG00000173193	PARP14	poly(ADP-ribose) polymerase family member 14	4.38374622659988e-07	-0.792021689557451
225	ENSG00000134352	IL6ST	interleukin 6 signal transducer	1.04674309463671e-06	-0.78484995370641
226	ENSG00000092820	EZR	ezrin	1.62757144270448e-16	-0.777569793767827
227	ENSG00000198363	ASPH	aspartate beta-hydroxylase	2.84549680457057e-08	-0.777356934737719
228	ENSG00000149177	PTPRJ	protein tyrosine phosphatase receptor type J	6.35350854397641e-08	-0.776676013238025
229	ENSG00000136731	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	2.97367217782492e-08	-0.773181628437857
230	ENSG00000120686	UFM1	ubiquitin fold modifier 1	9.99454503986847e-08	-0.772918077975029
231	ENSG00000174780	SRP72	signal recognition particle 72	1.13427605589277e-08	-0.772631420320131
232	ENSG00000077232	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	7.82372109440329e-08	-0.770290512131307
233	ENSG00000197343	ZNF655	zinc finger protein 655	8.51127495787428e-07	-0.765186953692067
234	ENSG00000251493	FOXD1	forkhead box D1	7.6185421568807e-09	-0.763866767523394
235	ENSG00000110367	DDX6	DEAD-box helicase 6	1.32670311885723e-06	-0.762708988587513
236	ENSG00000155096	AZIN1	antizyme inhibitor 1	4.74625436894666e-09	-0.761050137792825
237	ENSG00000074695	LMAN1	lectin, mannose binding 1	1.64947158367778e-09	-0.760695633736275
238	ENSG00000136436	CALCOCO2	calcium binding and coiled-coil domain 2	1.28555345961345e-07	-0.744316519078408
239	ENSG00000115839	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	6.30138285138587e-07	-0.742246085912707
240	ENSG00000196923	PDLIM7	PDZ and LIM domain 7	6.57619736216257e-12	-0.736084070956434
241	ENSG00000039560	RAI14	retinoic acid induced 14	7.58688315261522e-10	-0.734442220134129
242	ENSG00000149084	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	6.20493039570659e-08	-0.731714245176563
243	ENSG00000173692	PSMD1	proteasome 26S subunit, non-ATPase 1	1.28317775718528e-08	-0.714994341291152
244	ENSG00000122545	SEPTIN7	septin 7	1.51046090005321e-06	-0.710955068017323
245	ENSG00000176014	TUBB6	tubulin beta 6 class V	2.70918569901821e-12	-0.708833575641132
246	ENSG00000166747	AP1G1	adaptor related protein complex 1 subunit gamma 1	1.16589529563215e-06	-0.705766328300147
247	ENSG00000197170	PSMD12	proteasome 26S subunit, non-ATPase 12	5.24826056553987e-09	-0.698037324006397
248	ENSG00000124920	MYRF	myelin regulatory factor	5.37099041964688e-09	-0.695691663835864
249	ENSG00000093167	LRRFIP2	LRR binding FLII interacting protein 2	1.23040530359962e-07	-0.691315018427755
250	ENSG00000188229	TUBB4B	tubulin beta 4B class IVb	4.06780092412848e-11	-0.691136904905379
251	ENSG00000143933	CALM2	calmodulin 2	1.23973198850442e-07	-0.686206372279536
252	ENSG00000103187	COTL1	coactosin like F-actin binding protein 1	7.47427994496122e-08	-0.671978010077509
253	ENSG00000198668	CALM1	calmodulin 1	5.43720054148293e-11	-0.667640591747617
254	ENSG00000166181	API5	apoptosis inhibitor 5	2.51600364810778e-08	-0.650411399177022
255	ENSG00000143549	TPM3	tropomyosin 3	8.0524101819497e-08	-0.648162889194447
256	ENSG00000144381	HSPD1	heat shock protein family D (Hsp60) member 1	7.78711751238198e-08	-0.646114001955751
257	ENSG00000102144	PGK1	phosphoglycerate kinase 1	7.90031836370221e-10	-0.630032739575932
258	ENSG00000113140	SPARC	secreted protein acidic and cysteine rich	2.35413182030072e-08	-0.628384792343157
259	ENSG00000128591	FLNC	filamin C	6.27315388920776e-07	-0.611138205242421
260	ENSG00000101557	USP14	ubiquitin specific peptidase 14	2.00592157668123e-07	-0.597221961259086
